f,fft,hht,raw,t
74.21875,0.0005111657177000993,0.0009930809261022315,0.00381,0.001875
75.0,0.0007516534393997908,0.000765955017109402,-0.086,0.00189453125
75.78125,0.0008125290415761336,0.00029322721575955716,-0.02613,0.0019140625
76.5625,0.001561777290829763,0.0005905664346763154,0.04872,0.00193359375
77.34375,0.0015217292352811185,0.001140127368737554,-0.01116,0.001953125
78.125,0.0015010230275839908,0.0009170298500466587,-0.05607,0.00197265625
78.90625,0.0011702864496042746,0.0003807615582043846,0.01878,0.0019921875
79.6875,0.0007647940529800071,0.0008218501033541669,0.04872,0.00201171875
80.46875,0.0023734517416762776,0.00046831299360207797,-0.0411,0.00203125
81.25,0.0018389277651426903,0.0006771633748467486,-0.0411,0.00205078125
82.03125,0.00024277977699364305,0.0006659288836170311,-0.01116,0.0020703125
82.8125,0.0003336746857906599,0.0006586275064235106,-0.05607,0.00208984375
83.59375,0.0006267524791714125,0.0007834601582853382,-0.01116,0.002109375
84.375,0.0015595867186288068,0.0003411122330751128,0.03375,0.00212890625
85.15625,0.00221163461078444,0.00025504979013241206,-0.02613,0.0021484375
85.9375,0.0019149110328963309,0.000388809122230812,-0.05607,0.00216796875
86.71875,0.0009577955149120428,0.00016207139510951944,-0.01116,0.0021875
87.5,0.0008046193736873905,0.00012703902377420668,0.03375,0.00220703125
88.28125,0.0011497860136825096,0.0005506191780467897,-0.01116,0.0022265625
89.0625,0.0013080617712850683,0.0008198158653049296,-0.086,0.00224609375
89.84375,0.001287310634974291,0.0009793799917946367,-0.01116,0.002265625
90.625,0.0013736892655590845,0.0010041463416654542,0.01878,0.00228515625
91.40625,0.00013407609060945495,0.000891585464325469,-0.10097,0.0023046875
92.1875,0.0008265951896844603,0.000977215617577741,-0.086,0.00232421875
92.96875,0.0004794825853447272,0.0003186424476304347,-0.0411,0.00234375
93.75,0.0014175728448779564,0.001019571595807319,-0.086,0.00236328125
94.53125,0.0014262284211826438,0.0012204926163656574,-0.02613,0.0023828125
95.3125,0.0007233779160853622,0.0003650279061724354,0.04872,0.00240234375
96.09375,0.0005125532833225395,0.0005616175794139601,0.01878,0.002421875
96.875,0.0002008254261035835,0.0004862017077916014,-0.07103,0.00244140625
97.65625,0.0005652491420088077,9.340848122962075e-05,-0.0411,0.0024609375
98.4375,0.0010394765657741098,6.0441122572684024e-05,0.01878,0.00248046875
99.21875,0.0005706924541129926,0.00030057887926895747,-0.05607,0.0025
100.0,0.00034131416111311824,0.00038298530680586275,-0.02613,0.00251953125
100.78125,0.0005762926503094328,0.00042495129201270326,0.09362,0.0025390625
101.5625,0.0005052033126506257,0.0006132242561752732,-0.01116,0.00255859375
102.34375,0.0012789528612504885,0.0011480969766410301,-0.086,0.002578125
103.125,0.0011939898497098115,0.0012394941959604456,-0.02613,0.00259765625
103.90625,0.00025892403694172117,0.0006469531474224311,-0.01116,0.0026171875
104.6875,0.0005310459503494804,0.0007142548777842025,-0.0411,0.00263671875
105.46875,0.0002922420604935778,0.0008507538951230653,-0.13091,0.00265625
106.25,0.0004106293494409524,0.0007097975978701694,-0.07103,0.00267578125
107.03125,0.001080451006688781,0.0005434117417982327,-0.0411,0.0026953125
107.8125,0.0011413494139319775,0.00022901657903894455,-0.11594,0.00271484375
108.59375,0.00040212091996381596,0.0010309830663406542,0.07866,0.002734375
109.375,0.0008370052728668363,0.001252745293169958,0.06369,0.00275390625
110.15625,0.00072826328002861,0.0006943706090083501,-0.10097,0.0027734375
110.9375,0.0008028446763586328,4.2541071680381165e-05,-0.01116,0.00279296875
111.71875,0.001449667091843645,0.0002523398032986235,0.03375,0.0028125
112.5,0.0019433620360382476,0.0002655657700575858,0.03375,0.00283203125
113.28125,0.0013453760224956762,0.0005974043607234328,-0.086,0.0028515625
114.0625,0.0003558109223871856,0.0008722927815824955,-0.07103,0.00287109375
114.84375,0.0005301797638692227,0.0007773781018547722,0.01878,0.002890625
115.625,0.0013702355968935771,0.00106486137639867,-0.11594,0.00291015625
116.40625,0.0010624289696289767,0.001192854137033156,0.00381,0.0029296875
117.1875,0.00039154286101003913,0.0009666215711650549,0.06369,0.00294921875
117.96875,0.0017937633561298622,0.0008945177851282674,-0.11594,0.00296875
118.75,0.002276758913487374,0.0009561812928057276,-0.07103,0.00298828125
119.53125,0.0015594701993530465,0.0007553030075656894,-0.07103,0.0030078125
120.3125,0.00044540389063163325,0.0002618248852767277,0.00381,0.00302734375
121.09375,0.0008260942993426727,0.00037265318291369593,0.07866,0.003046875
121.875,0.000683741171387414,0.0003922938701884748,-0.0411,0.00306640625
122.65625,0.00020242664911928636,0.0008665883824255777,0.01878,0.0030859375
123.4375,0.0008849319919190487,0.0011341625207768294,0.01878,0.00310546875
124.21875,0.001137959781137868,0.000825192333223232,-0.086,0.003125
125.0,0.0010494378138089342,0.0006533848754092225,-0.01116,0.00314453125
125.78125,0.0012302024440689757,0.0009109903619148961,-0.02613,0.0031640625
126.5625,0.0008892529860338177,0.0002808566587287485,-0.05607,0.00318359375
127.34375,0.0013830162638467371,0.0006018669145598512,0.01878,0.003203125
128.125,0.001467345534048388,0.0005666926864902555,0.01878,0.00322265625
128.90625,0.0006663462661346893,0.0005986732654226482,0.00381,0.0032421875
129.6875,0.00021349675286923712,0.000725570767201189,-0.02613,0.00326171875
130.46875,0.0005087679284566476,0.0007822910994074155,-0.13091,0.00328125
131.25,0.00040176230005567405,0.0006448747799852053,-0.05607,0.00330078125
132.03125,0.0004415016012015539,0.000620585999391932,0.00381,0.0033203125
132.8125,0.0002292590682043217,0.0007933137134044262,-0.086,0.00333984375
133.59375,0.0009651025652761686,0.0005036668538178102,0.01878,0.003359375
134.375,0.0010375791567067047,0.0006139755902906215,-0.02613,0.00337890625
135.15625,0.000709965975767461,0.0004291838667383199,-0.10097,0.0033984375
135.9375,0.0004784535088513284,0.00031645260113714516,0.06369,0.00341796875
136.71875,0.0003843811818277115,0.0002879899842149331,0.04872,0.0034375
137.5,0.0004913184301671785,0.0005821315580750877,0.03375,0.00345703125
138.28125,0.0009787270954931262,0.0006799572450803411,0.01878,0.0034765625
139.0625,0.0012905037143801069,0.0006603532836394428,0.04872,0.00349609375
139.84375,0.0009269100021338254,0.0008288790848346119,0.13853,0.003515625
140.625,0.0007390604726768637,0.0011073625595909471,-0.07103,0.00353515625
141.40625,0.0003961785296303169,0.0008949337805933667,-0.13091,0.0035546875
142.1875,0.0013909616144555618,0.0003563871722827002,0.03375,0.00357421875
142.96875,0.0010567234080339023,0.0009190462680001094,-0.086,0.00359375
143.75,0.0004496357306756522,0.0009298604764611118,-0.10097,0.00361328125
144.53125,0.000978342969760483,0.000527719022046442,0.04872,0.0036328125
145.3125,0.0013650903581602144,0.00018190759697632791,-0.01116,0.00365234375
146.09375,0.0005854931398670915,0.00011594881932265586,-0.07103,0.003671875
146.875,0.0012426908017786505,0.00030535465979070393,-0.0411,0.00369140625
147.65625,0.0014498495249208752,0.0010376627149648108,0.00381,0.0037109375
148.4375,0.000395434412505746,0.0015284107382430247,0.03375,0.00373046875
149.21875,0.0005781271957963769,0.0012715691988595085,-0.01116,0.00375
150.0,0.0004403751009521069,0.0007239540579681472,0.00381,0.00376953125
150.78125,0.0007684042291105205,0.0005257637960530866,0.04872,0.0037890625
151.5625,0.00034331657526189463,0.00041060079591100584,-0.05607,0.00380859375
152.34375,0.0010007066263049173,0.00015435979892308656,-0.086,0.003828125
153.125,0.0008083667404463107,0.0006427783422435955,0.06369,0.00384765625
153.90625,0.0005762830177289482,0.0008399695561553752,0.00381,0.0038671875
154.6875,0.0006607976430762746,0.0007044650646512574,-0.11594,0.00388671875
155.46875,0.000307674845895786,0.000590779814595226,0.06369,0.00390625
156.25,0.0024038032614126263,0.0004421123947667229,0.03375,0.00392578125
157.03125,0.004576971529151539,0.00044077817998580546,-0.13091,0.0039453125
157.8125,0.004205950346897152,0.00027040610838825887,0.00381,0.00396484375
158.59375,0.0016461664808012544,5.8212985918998756e-05,0.10859,0.003984375
159.375,0.0003915128083282238,0.00026231565042194476,0.03375,0.00400390625
160.15625,0.000172622855843926,0.0005783025453174718,0.00381,0.0040234375
160.9375,0.0011091221600570704,0.0011962079049946139,0.04872,0.00404296875
161.71875,0.0011879289844774902,0.001261849740357232,-0.01116,0.0040625
162.5,0.00038629011179991125,0.0006059051715820741,-0.0411,0.00408203125
163.28125,0.0008316813159998816,0.0004327062047288115,0.00381,0.0041015625
164.0625,0.0008621784960665031,0.00037393106214181934,0.01878,0.00412109375
164.84375,0.001167844875514654,0.000256195508575007,-0.01116,0.004140625
165.625,0.0006506707922888415,0.0006070197054568094,-0.05607,0.00416015625
166.40625,0.0007701638529025496,0.0009124103118644772,0.00381,0.0041796875
167.1875,0.0007317049465442497,0.0005364297243849339,0.01878,0.00419921875
167.96875,0.0002855005929180278,0.0007838831524359374,-0.0411,0.00421875
168.75,0.00040010358693186397,0.0013612692258757368,-0.02613,0.00423828125
169.53125,0.0009181789555092637,0.0013845844219376676,0.04872,0.0042578125
170.3125,0.0016000697877154879,0.0006226047322553071,0.06369,0.00427734375
171.09375,0.0011899861398811766,0.0004949168834392899,-0.02613,0.004296875
171.875,0.001089959064859024,0.0007560366846993293,0.01878,0.00431640625
172.65625,0.000897542101207065,0.000437979158262809,0.03375,0.0043359375
173.4375,0.0002579707376987827,0.0005439185658522876,-0.07103,0.00435546875
174.21875,0.0004831484519563293,0.000462098212747036,-0.07103,0.004375
175.0,0.0005476240288775408,0.0006440898033835108,0.00381,0.00439453125
175.78125,0.0002684332823871722,9.495406887925053e-05,0.01878,0.0044140625
176.5625,0.0005895399924592675,0.0006390410724175381,0.01878,0.00443359375
177.34375,0.0008831719163559705,0.0005760481379641762,0.09362,0.004453125
178.125,0.0008292853495149264,0.0004333439866459765,-0.01116,0.00447265625
178.90625,0.0005069669928087309,0.0005573373948479344,-0.086,0.0044921875
179.6875,0.00038962576757954506,0.000644419213894636,0.03375,0.00451171875
180.46875,0.00022632294822004165,0.0009590592154099983,0.12356,0.00453125
181.25,0.00043535483672037326,0.000827671625278242,0.07866,0.00455078125
182.03125,0.000621974282442019,0.00034459088058365534,-0.02613,0.0045703125
182.8125,0.0002043826530474349,0.0004205643822233514,-0.01116,0.00458984375
183.59375,0.0007514724803549575,0.0010167998685019365,-0.01116,0.004609375
184.375,0.0010790133862239471,0.0012365189295710278,-0.07103,0.00462890625
185.15625,0.0007357672209772244,0.0007501708037867748,-0.01116,0.0046484375
185.9375,0.0008194542486895128,0.0009004585147403835,0.06369,0.00466796875
186.71875,0.000635691930973889,0.001129171053249173,0.01878,0.0046875
187.5,0.0005502275346378462,0.0010371607684225134,-0.086,0.00470703125
188.28125,0.0009051531543700178,0.001200908117937543,-0.086,0.0047265625
189.0625,0.0005336545139378825,0.0006287848049847537,-0.0411,0.00474609375
189.84375,0.000732571521882073,0.0003857704355571478,-0.11594,0.004765625
190.625,0.0006921975360753729,0.00043256943919837184,-0.0411,0.00478515625
191.40625,0.0005039686126357178,0.0003507249480645129,0.01878,0.0048046875
192.1875,0.0007673879936353794,0.000733291098169013,-0.086,0.00482421875
192.96875,0.00032003818272648306,0.0006445153565381072,-0.02613,0.00484375
193.75,0.00013962344049828841,0.00020184486760253828,0.07866,0.00486328125
194.53125,0.0006965080501529816,0.00036424408750792745,0.01878,0.0048828125
195.3125,0.0008774770654359867,0.00041608583305578626,-0.0411,0.00490234375
196.09375,0.00014176732597806274,0.0008612476996871122,0.00381,0.004921875
196.875,0.0010982582316112302,0.0012828409300860966,0.09362,0.00494140625
197.65625,0.0014161334037387915,0.0009701115356871391,0.07866,0.0049609375
198.4375,0.0012851200130494975,0.00035903588068230156,-0.086,0.00498046875
199.21875,0.0001752289722237211,0.000631212139921905,-0.07103,0.005
200.0,0.0008826978873990732,0.0006658969021112033,-0.02613,0.00501953125
200.78125,0.00040809070574519845,0.0004875623595273557,-0.16085,0.0050390625
201.5625,0.0008789940025532088,0.0004576385852230571,-0.0411,0.00505859375
202.34375,0.0009071078594967663,0.0003639925976726561,0.09362,0.005078125
203.125,0.00032999222907688076,0.00014767294600510724,-0.07103,0.00509765625
203.90625,0.0005767751660352885,0.00025734884281477773,-0.14588,0.0051171875
204.6875,0.0006799411446411831,0.00018626127216576953,-0.02613,0.00513671875
205.46875,0.000817932959657055,0.00018453122964344961,0.09362,0.00515625
206.25,0.00034004412042298166,0.00018928716983322803,-0.02613,0.00517578125
207.03125,0.0005697256019872831,0.0004977357182272414,-0.086,0.0051953125
207.8125,0.0004413824145563576,0.0009214102074955354,0.03375,0.00521484375
208.59375,0.000620531181453593,0.0006876878907279635,-0.05607,0.005234375
209.375,0.0004837502006201021,0.00032865525803101134,-0.05607,0.00525390625
210.15625,0.000295245129153242,0.00036594572497733604,0.09362,0.0052734375
210.9375,0.0005840230842925269,0.0005233340476575723,0.01878,0.00529296875
211.71875,0.000988173266252481,0.000791611757665871,-0.11594,0.0053125
212.5,0.0010851621275554493,0.0008889235667280391,0.01878,0.00533203125
213.28125,0.0008069964658922033,0.00040716443465024164,0.03375,0.0053515625
214.0625,0.0009436179903258271,0.00043751728812498097,-0.14588,0.00537109375
214.84375,0.0009741231771078706,0.0008882628575341496,-0.07103,0.005390625
215.625,0.00029221008419555607,0.0006686207614202142,0.00381,0.00541015625
216.40625,0.0005749522294004064,0.00027777185481340643,-0.01116,0.0054296875
217.1875,0.0005877099584653734,0.00044049882052118794,-0.01116,0.00544921875
217.96875,0.000245609072968215,0.0005312461785295845,-0.07103,0.00546875
218.75,0.00022163311442410625,0.00029111664632707287,0.00381,0.00548828125
219.53125,0.0003705049384158514,0.0002843259778077224,0.03375,0.0055078125
220.3125,0.0008376996380094821,0.0005732743078325975,-0.0411,0.00552734375
221.09375,0.000724964551626252,0.000449758187362406,0.09362,0.005546875
221.875,0.00023328637922104465,0.0001809828522225689,0.10859,0.00556640625
222.65625,0.001129884031409194,0.00014210940100077094,-0.07103,0.0055859375
223.4375,0.0008430155190796093,0.00030664741036388757,0.01878,0.00560546875
224.21875,0.00037048385239634726,0.0006296095393926652,0.09362,0.005625
225.0,0.0010856244391332433,0.0006502088093992475,-0.02613,0.00564453125
225.78125,0.0008571679808642241,0.0007418553491934523,-0.05607,0.0056640625
226.5625,0.0007063015654823531,0.0004130142286410203,-0.01116,0.00568359375
227.34375,0.0005210640652624293,0.00038844542625374824,0.10859,0.005703125
228.125,0.001033841953227467,0.0005431782972492548,0.03375,0.00572265625
228.90625,0.0012389917634941844,0.0003746281336838125,-0.02613,0.0057421875
229.6875,0.0007705848164426967,0.0005036667198251627,0.12356,0.00576171875
230.46875,0.0004244254786872543,0.0010832375190745656,-0.02613,0.00578125
231.25,0.0005084697655974428,0.0012731547427127649,-0.0411,0.00580078125
232.03125,0.0007249572487909229,0.0006763445800751957,0.09362,0.0058203125
232.8125,0.0004876836631130244,0.0006453933979650616,0.06369,0.00583984375
233.59375,1.1143761757242559e-05,0.0009417654975321739,0.00381,0.005859375
234.375,0.0005073264667880659,0.0006580466981127877,-0.05607,0.00587890625
235.15625,0.0010643479235947738,0.0002240174467599826,-0.02613,0.0058984375
235.9375,0.0010463795517358999,0.0006053262694859755,0.00381,0.00591796875
236.71875,0.0003119485447500495,0.00030336582059425,0.03375,0.0059375
237.5,0.000480795997582201,0.0006893489225830154,0.09362,0.00595703125
238.28125,0.0007511606691711721,0.0011217724635930557,0.07866,0.0059765625
239.0625,0.00045439103096631025,0.0004947973910454966,0.03375,0.00599609375
239.84375,0.00012131555520531898,0.0005660227583882806,0.01878,0.006015625
240.625,0.00039554123979670513,0.001035703318469373,0.06369,0.00603515625
241.40625,0.00015102247779526107,0.0011595530418203358,-0.01116,0.0060546875
242.1875,0.000386250361720916,0.0012672753186804562,0.00381,0.00607421875
242.96875,0.0007824767161060338,0.0011179242719463337,0.06369,0.00609375
243.75,0.0008573436208811495,0.0003896041417795967,-0.0411,0.00611328125
244.53125,0.0005531998315376929,0.000383802860439391,-0.07103,0.0061328125
245.3125,0.00015040451187975221,0.0005046166967141334,0.00381,0.00615234375
246.09375,0.00031245845920501087,0.0004775882208202029,0.00381,0.006171875
246.875,0.0001417231024416157,0.0002493380076629907,0.01878,0.00619140625
247.65625,0.00030036098672590514,0.0004477975845445674,0.00381,0.0062109375
248.4375,0.0005798403650663923,0.000497803483404042,0.01878,0.00623046875
249.21875,0.0007319313660321257,0.0003648197198136961,0.09362,0.00625
250.0,0.0005705267956755371,0.00040485782191390066,0.03375,0.00626953125
250.78125,0.00044333233713410997,0.00022448414757104463,-0.07103,0.0062890625
251.5625,0.00018113032399566775,0.00013570089580795098,0.01878,0.00630859375
252.34375,0.0007744727717144352,0.0003704902916399186,-0.02613,0.006328125
253.125,0.0006886592733787479,5.8270821660541366e-05,-0.13091,0.00634765625
253.90625,0.0006617125960676065,0.0007213251923377306,0.03375,0.0063671875
254.6875,0.0011466543729425432,0.0006369073457769455,0.00381,0.00638671875
255.46875,0.0010090291450304077,0.00039134259540056726,-0.19079,0.00640625
256.25,0.0011805811575761698,0.000693971498914256,-0.05607,0.00642578125
257.03125,0.0014348292260376984,0.00042134865054071737,0.04872,0.0064453125
257.8125,0.0008945087170323579,0.00041179885001092347,-0.086,0.00646484375
258.59375,0.00040978975965456275,0.0005947691782399864,-0.0411,0.006484375
259.375,0.0005230213513172606,0.0008047284090959602,0.09362,0.00650390625
260.15625,0.0004401663812476955,0.0010903238424794161,0.09362,0.0065234375
260.9375,0.0010416505869264893,0.0009793698409733247,0.01878,0.00654296875
261.71875,0.0008393045277460512,0.0008120117287105144,0.00381,0.0065625
262.5,0.0007113737837488914,0.00122531501864836,0.00381,0.00658203125
263.28125,0.0007364150141756079,0.0004872827075265619,0.04872,0.0066015625
264.0625,0.0002854268794523848,0.0007203462392498774,0.06369,0.00662109375
264.84375,0.0011252286965864793,0.00040715357418907443,0.01878,0.006640625
265.625,0.0014870705924911703,0.00037972518910730146,-0.0411,0.00666015625
266.40625,0.0008757492829017939,0.00016492125534417278,-0.07103,0.0066796875
267.1875,0.0005771851255053213,0.0014351274630416634,-0.0411,0.00669921875
267.96875,0.00037225084614748836,0.0016260252069292519,0.00381,0.00671875
268.75,0.0007355091999962142,0.0005939166844806317,0.00381,0.00673828125
269.53125,0.0008555400871124595,0.0010295890870699158,-0.0411,0.0067578125
270.3125,0.0003598469962198106,0.0008527468370816608,-0.02613,0.00677734375
271.09375,0.00012643351315078073,0.00017041180693635192,-0.0411,0.006796875
271.875,0.0002837737719149423,0.0004790890232573626,-0.086,0.00681640625
272.65625,0.00037056431874476527,0.00041327334477220793,-0.07103,0.0068359375
273.4375,0.0008226394271011741,0.00043060918410474754,-0.02613,0.00685546875
274.21875,0.0012348597004906644,0.0004150570588172268,-0.0411,0.006875
275.0,0.0007692548306559708,0.0001943071573754332,-0.05607,0.00689453125
275.78125,0.0005604227399391706,0.0003569280889729594,0.03375,0.0069140625
276.5625,0.0010781969441275442,0.00033774256693777085,0.00381,0.00693359375
277.34375,0.0008235501220551774,0.0007370493424963919,-0.05607,0.006953125
278.125,0.000809421912267312,0.0006436736924912712,0.03375,0.00697265625
278.90625,0.00038732558790162294,0.0009433655452547648,0.09362,0.0069921875
279.6875,0.00030319251550599773,0.0010208663967450965,0.01878,0.00701171875
280.46875,0.00043283710566438505,0.00031049106780982577,-0.05607,0.00703125
281.25,0.0012976826167384419,0.00047622195765065293,-0.01116,0.00705078125
282.03125,0.0011598792682317534,0.00040248089026874987,0.04872,0.0070703125
282.8125,0.0003342513895585455,0.0005190335665272138,-0.0411,0.00708984375
283.59375,0.0012392202291898282,0.00047674506963228723,-0.0411,0.007109375
284.375,0.0008078661720089566,8.44259152741128e-05,-0.01116,0.00712890625
285.15625,0.0005787244476916052,5.896727773425328e-05,-0.01116,0.0071484375
285.9375,0.0006068333522684966,0.0002994024736245142,0.00381,0.00716796875
286.71875,0.0009803548375259213,0.00029746645575698394,-0.086,0.0071875
287.5,0.0012076615902277233,0.000319418649775231,-0.0411,0.00720703125
288.28125,0.0012327567609290075,0.0007006451779988518,-0.02613,0.0072265625
289.0625,0.0010430282917837,0.0005020996659480266,-0.14588,0.00724609375
289.84375,0.00044551109153268334,0.0004892747356963115,0.00381,0.007265625
290.625,0.00012785474754768144,0.0003490243135847082,0.07866,0.00728515625
291.40625,0.0003964538727168399,0.000549884068298669,-0.02613,0.0073046875
292.1875,0.0006018043766612869,0.0007016278179459964,-0.01116,0.00732421875
292.96875,7.358894685874357e-05,0.00041916594861956294,0.01878,0.00734375
293.75,0.0006700292768606838,0.00012791894717174086,0.10859,0.00736328125
294.53125,0.0008132369208410394,0.00013608325205141967,-0.02613,0.0073828125
295.3125,0.0004813138648902833,0.00022247720106537174,-0.086,0.00740234375
296.09375,0.0005348069649020205,0.0005935780134347293,0.01878,0.007421875
